order_id,client_id,product_id,order_date,quantity,unit_price
O00125,C0012,P021,2024-10-09,6,4164.08
O00125,C0012,P011,2024-10-09,9,3818.16
O00126,C0065,P042,2024-08-23,8,4394.2
O00126,C0065,P013,2024-08-23,5,1461.57
O00126,C0065,P042,2024-08-23,6,4394.2
O00127,C0015,P049,2024-09-15,7,2057.06
O00127,C0015,P008,2024-09-15,9,1074.3
O00127,C0015,P049,2024-09-15,6,2057.06
O00127,C0015,P044,2024-09-15,2,2038.6
O00128,C0051,P014,2024-08-17,2,4790.34
O00129,C0059,P034,2024-08-12,6,900.67
O00129,C0059,P034,2024-08-12,2,900.67
O00129,C0059,P030,2024-08-12,4,1126.58
O00130,C0061,P031,2024-12-26,9,3538.92
O00131,C0042,P012,2024-05-20,7,3520.88
O00131,C0042,P004,2024-05-20,2,526.0
O00131,C0042,P042,2024-05-20,3,4394.2
O00131,C0042,P046,2024-05-20,1,1308.47
O00131,C0042,P016,2024-05-20,1,573.91
O00132,C0039,P006,2025-03-09,6,1171.33
O00132,C0039,P012,2025-03-09,9,3520.88
O00132,C0039,P027,2025-03-09,7,1962.62
O00132,C0039,P020,2025-03-09,10,486.12
O00133,C0096,P045,2024-06-11,8,800.07
O00133,C0096,P033,2024-06-11,10,2717.29
O00134,C0053,P002,2024-08-16,4,1299.97
O00134,C0053,P019,2024-08-16,6,711.65
O00134,C0053,P023,2024-08-16,2,2929.03
O00135,C0088,P028,2024-09-16,7,3214.85
O00135,C0088,P049,2024-09-16,5,2057.06
O00135,C0088,P018,2024-09-16,4,3675.69
O00136,C0016,P005,2025-01-04,1,255.74
O00136,C0016,P011,2025-01-04,6,3818.16
O00136,C0016,P032,2025-01-04,4,3084.74
O00136,C0016,P049,2025-01-04,3,2057.06
O00137,C0073,P004,2024-10-19,4,526.0
O00137,C0073,P039,2024-10-19,10,4044.72
O00138,C0028,P017,2024-07-30,10,3058.26
O00138,C0028,P008,2024-07-30,1,1074.3
O00139,C0036,P050,2024-12-23,3,4986.9
O00139,C0036,P028,2024-12-23,2,3214.85
O00140,C0085,P007,2024-09-12,6,3049.89
O00141,C0031,P017,2025-02-19,2,3058.26
O00141,C0031,P009,2025-02-19,8,2155.65
O00141,C0031,P003,2025-02-19,8,3708.71
O00141,C0031,P038,2025-02-19,6,1222.34
O00141,C0031,P027,2025-02-19,9,1962.62
O00142,C0076,P023,2025-01-30,4,2929.03
O00143,C0079,P037,2024-11-09,9,4229.97
O00144,C0039,P033,2024-04-24,7,2717.29
O00144,C0039,P002,2024-04-24,2,1299.97
O00144,C0039,P050,2024-04-24,8,4986.9
O00144,C0039,P043,2024-04-24,8,1141.87
O00145,C0010,P017,2024-10-03,3,3058.26
O00146,C0009,P014,2024-05-14,9,4790.34
O00146,C0009,P032,2024-05-14,6,3084.74
O00147,C0049,P027,2024-08-10,9,1962.62
O00147,C0049,P023,2024-08-10,4,2929.03
O00147,C0049,P031,2024-08-10,7,3538.92
O00147,C0049,P005,2024-08-10,8,255.74
O00147,C0049,P036,2024-08-10,4,1176.11
O00148,C0053,P042,2024-07-17,6,4394.2
O00148,C0053,P020,2024-07-17,7,486.12
O00148,C0053,P037,2024-07-17,6,4229.97
O00149,C0086,P019,2024-08-13,2,711.65
O00149,C0086,P008,2024-08-13,2,1074.3
O00149,C0086,P047,2024-08-13,2,2740.99
O00150,C0012,P005,2024-05-25,10,255.74
O00150,C0012,P037,2024-05-25,9,4229.97
O00150,C0012,P041,2024-05-25,9,4574.37
O00150,C0012,P028,2024-05-25,6,3214.85
O00151,C0086,P021,2025-02-04,7,4164.08
O00152,C0093,P049,2024-09-13,10,2057.06
O00153,C0040,P006,2025-03-11,8,1171.33
O00153,C0040,P026,2025-03-11,4,4291.06
O00153,C0040,P008,2025-03-11,2,1074.3
O00154,C0045,P019,2024-10-26,10,711.65
O00154,C0045,P039,2024-10-26,10,4044.72
O00154,C0045,P029,2024-10-26,9,897.01
O00154,C0045,P041,2024-10-26,1,4574.37
O00154,C0045,P043,2024-10-26,10,1141.87
O00155,C0085,P002,2025-02-24,6,1299.97
O00155,C0085,P014,2025-02-24,6,4790.34
O00155,C0085,P039,2025-02-24,1,4044.72
O00156,C0024,P029,2024-04-10,3,897.01
O00156,C0024,P021,2024-04-10,1,4164.08
O00157,C0012,P011,2024-12-21,10,3818.16
O00157,C0012,P021,2024-12-21,10,4164.08
O00157,C0012,P018,2024-12-21,2,3675.69
O00157,C0012,P019,2024-12-21,1,711.65
O00157,C0012,P037,2024-12-21,3,4229.97
O00158,C0021,P003,2025-03-13,7,3708.71
O00158,C0021,P005,2025-03-13,5,255.74
O00158,C0021,P023,2025-03-13,4,2929.03
O00158,C0021,P022,2025-03-13,9,4438.71
O00158,C0021,P031,2025-03-13,2,3538.92
O00159,C0045,P006,2024-11-06,5,1171.33
O00159,C0045,P034,2024-11-06,1,900.67
O00159,C0045,P030,2024-11-06,4,1126.58
O00159,C0045,P027,2024-11-06,7,1962.62
O00160,C0077,P001,2024-10-06,5,222.55
O00161,C0028,P039,2024-09-17,2,4044.72
O00161,C0028,P015,2024-09-17,1,600.83
O00162,C0064,P009,2024-05-01,6,2155.65
O00162,C0064,P020,2024-05-01,2,486.12
O00162,C0064,P036,2024-05-01,7,1176.11
O00162,C0064,P026,2024-05-01,1,4291.06
O00163,C0056,P023,2024-06-21,2,2929.03
O00164,C0041,P022,2024-10-28,6,4438.71
O00164,C0041,P021,2024-10-28,3,4164.08
O00164,C0041,P033,2024-10-28,10,2717.29
O00164,C0041,P015,2024-10-28,8,600.83
O00164,C0041,P021,2024-10-28,6,4164.08
O00165,C0012,P043,2024-08-28,7,1141.87
O00165,C0012,P013,2024-08-28,5,1461.57
O00165,C0012,P030,2024-08-28,6,1126.58
O00165,C0012,P027,2024-08-28,4,1962.62
O00166,C0043,P004,2024-12-07,9,526.0
O00166,C0043,P032,2024-12-07,9,3084.74
O00167,C0025,P018,2025-01-28,3,3675.69
O00167,C0025,P048,2025-01-28,4,2199.33
O00167,C0025,P033,2025-01-28,2,2717.29
O00168,C0019,P010,2024-10-20,2,2987.4
O00168,C0019,P031,2024-10-20,3,3538.92
O00168,C0019,P039,2024-10-20,8,4044.72
O00169,C0060,P038,2024-12-08,10,1222.34
O00169,C0060,P023,2024-12-08,6,2929.03
O00169,C0060,P047,2024-12-08,6,2740.99
O00169,C0060,P029,2024-12-08,3,897.01
O00169,C0060,P032,2024-12-08,8,3084.74
O00170,C0009,P023,2024-09-28,9,2929.03
O00170,C0009,P016,2024-09-28,2,573.91
O00170,C0009,P014,2024-09-28,5,4790.34
O00170,C0009,P003,2024-09-28,8,3708.71
O00171,C0058,P003,2025-01-30,5,3708.71
O00172,C0010,P031,2024-04-30,9,3538.92
O00173,C0050,P030,2024-06-28,10,1126.58
O00173,C0050,P048,2024-06-28,4,2199.33
O00173,C0050,P037,2024-06-28,6,4229.97
O00173,C0050,P003,2024-06-28,10,3708.71
O00174,C0061,P008,2024-07-22,2,1074.3
O00174,C0061,P004,2024-07-22,9,526.0
O00174,C0061,P006,2024-07-22,3,1171.33
O00174,C0061,P045,2024-07-22,1,800.07
O00174,C0061,P018,2024-07-22,4,3675.69
O00175,C0091,P050,2024-11-09,5,4986.9
O00175,C0091,P027,2024-11-09,7,1962.62
O00175,C0091,P031,2024-11-09,7,3538.92
O00175,C0091,P019,2024-11-09,6,711.65
O00176,C0087,P003,2024-05-30,7,3708.71
O00176,C0087,P032,2024-05-30,5,3084.74
O00176,C0087,P017,2024-05-30,5,3058.26
O00176,C0087,P017,2024-05-30,10,3058.26
O00176,C0087,P028,2024-05-30,3,3214.85
O00177,C0043,P030,2025-04-05,3,1126.58
O00178,C0045,P049,2024-07-30,10,2057.06
O00178,C0045,P035,2024-07-30,2,1422.74
O00178,C0045,P020,2024-07-30,5,486.12
O00179,C0072,P033,2024-09-27,9,2717.29
O00179,C0072,P017,2024-09-27,2,3058.26
O00179,C0072,P007,2024-09-27,7,3049.89
O00179,C0072,P036,2024-09-27,9,1176.11
O00180,C0047,P019,2025-03-18,3,711.65
O00181,C0028,P048,2025-01-06,3,2199.33
O00181,C0028,P025,2025-01-06,3,3888.03
O00181,C0028,P012,2025-01-06,2,3520.88
O00182,C0038,P026,2024-10-15,9,4291.06
O00183,C0095,P002,2024-05-27,3,1299.97
O00183,C0095,P017,2024-05-27,3,3058.26
O00183,C0095,P039,2024-05-27,10,4044.72
O00183,C0095,P007,2024-05-27,3,3049.89
O00183,C0095,P019,2024-05-27,8,711.65
O00184,C0006,P019,2024-04-21,8,711.65
O00184,C0006,P036,2024-04-21,4,1176.11
O00184,C0006,P049,2024-04-21,9,2057.06
O00184,C0006,P031,2024-04-21,4,3538.92
O00185,C0040,P046,2024-12-10,8,1308.47
O00185,C0040,P010,2024-12-10,8,2987.4
O00185,C0040,P034,2024-12-10,5,900.67
O00185,C0040,P029,2024-12-10,7,897.01
O00186,C0065,P021,2024-12-02,1,4164.08
O00186,C0065,P009,2024-12-02,8,2155.65
O00186,C0065,P010,2024-12-02,6,2987.4
O00186,C0065,P031,2024-12-02,9,3538.92
O00186,C0065,P044,2024-12-02,2,2038.6
O00187,C0092,P043,2025-02-14,3,1141.87
O00187,C0092,P015,2025-02-14,7,600.83
O00187,C0092,P039,2025-02-14,2,4044.72
O00187,C0092,P014,2025-02-14,4,4790.34
O00187,C0092,P046,2025-02-14,8,1308.47
O00188,C0045,P021,2024-07-11,7,4164.08
O00189,C0065,P012,2025-01-10,1,3520.88
O00189,C0065,P050,2025-01-10,6,4986.9
O00189,C0065,P019,2025-01-10,2,711.65
